ZTFID,OID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF20aayjyhp,798216200038106,SN2020jdo,18:15:43.65,+58:12:54.9,978.93,g,18.9033,-18.67,17.546,3.667,13.879,SN Ia,0.071,27.40979781,0.097
ZTF20aayjxdv,725213100043531,SN2020jge,18:14:44.50,+43:27:22.1,985.94,g,18.0721,-19.04,31.877,8.958,22.919,SN Ia,0.058,24.62192775,0.088
ZTF20aaydgsu,321205200001121,SN2020iyz,12:57:51.16,-17:15:36.1,978.69,g,17.7759,-19.14,18.215,7.094,11.121,SN Ia,0.05,45.58440651,0.191
ZTF20aaybvye,1830211400006785,SN2020jgd,17:14:39.05,+58:52:47.9,987.93,g,18.474,-19.04,22.309,9.42,12.889,SN Ia,0.07,35.37284849,0.079
ZTF20aaxvzja,530204300030042,SN2020itj,14:34:48.39,+08:10:10.4,985.79,r,18.9899,-16.84,22.258,13.781,8.477,SN Ib,0.033,59.05445446,0.069
ZTF20aaxunbm,786205100035145,SN2020iyi,10:11:03.59,+54:22:10.5,974.68,g,18.3967,-18.51,21.745,3.79,17.955,SN II,0.05465,50.10658684,0.022
ZTF20aaxhzhc,627214300022289,SN2020ikq,13:36:05.01,+28:59:00.1,971.8,g,18.3711,-17.69,12.328,4.027,8.301,SN IIb,0.037,79.98122985,0.032
ZTF20aaxccrm,535216300031465,SN2020isu,16:53:53.48,+14:32:05.8,979.93,g,18.5508,-19.66,21.551,8.354,13.197,SN Ia,0.09,32.49184429,0.195
ZTF20aaxbvkt,327209400033781,SN2020iso,15:50:21.76,-16:47:13.4,979.81,r,18.3784,-18.18,24.748,11.47,13.278,SN Ia,0.04,28.26975835,0.44
ZTF20aaxahpk,713209200036627,SN2020inz,11:18:21.43,+42:18:14.5,980.7,g,17.9559,-19.55,27.132,9.817,17.315,SN Ia,0.07045,65.72501761,0.059
ZTF20aaxablt,622208400033995,SN2020ipb,10:52:35.30,+25:07:05.2,985.69,g,17.7094,-19.71,34.372,12.764,21.608,SN Ia,0.064,63.30861443,0.16
ZTF20aawoojh,797211100018755,SN2020ihe,17:54:53.93,+56:30:51.2,977.96,r,18.6574,-18.14,16.988,9.01,7.978,SN Ia,0.05,30.01424902,0.142
ZTF20aawjbsf,519202400002746,SN2020igs,09:36:55.41,+08:33:44.4,968.71,g,18.0445,-17.00,22.624,3.639,18.985,SN II,0.0222,40.50844636,0.111
ZTF20aawijco,386205200061255,SN2020hfn,19:48:47.98,-10:34:22.6,977.99,r,18.3969,-17.30,>75.453,>13.03,62.423,SN IIn,0.02485,-17.47911436,0.653
ZTF20aawgrcu,866209300026649,SN2020ifv,20:42:36.21,+76:46:54.3,968.92,r,18.6426,-18.27,24.147,3.928,20.219,SN II,0.042,20.42739457,0.731
ZTF20aawdjlp,713215200038389,SN2020ihr,10:59:18.68,+43:39:25.8,980.7,g,16.8111,-18.79,24.632,9.61,15.022,SN Ia,0.03,62.02359901,0.033
ZTF20aavvzlw,320216400029677,SN2020ibv,12:12:22.52,-14:35:20.5,972.75,g,18.3237,-19.29,22.554,9.857,12.697,SN Ia,0.07,47.21909047,0.16
ZTF20aavvaup,751215100011366,SN2020iez,09:48:28.38,+50:55:20.9,980.74,r,17.7841,-18.00,30.519,15.029,15.49,SN II,0.03266,48.20346262,0.038
ZTF20aavtdxj,766207200031999,SN2020iab,19:21:34.16,+46:57:44.2,971.95,g,18.5124,-19.70,23.881,9.127,14.754,SN Ia,0.09,14.69398991,0.194
ZTF20aavrzha,824209300019908,SN2020hvq,16:46:34.85,+62:49:36.8,973.82,r,15.8732,-18.80,23.989,10.413,13.576,SN Ia,0.01904,38.04598895,0.126
ZTF20aavrukn,578211100035204,SN2020hyg,13:25:12.60,+20:09:58.5,971.77,g,18.5409,-19.36,24.944,10.434,14.51,SN Ia,0.084,79.60033849,0.063
ZTF20aavqfli,574214300042305,SN2020hzi,11:35:09.36,+21:06:25.6,974.69,g,17.8459,-19.54,22.662,8.457,14.205,SN Ia,0.0664,71.60715982,0.064
ZTF20aavptjf,752208400017946,SN2020hyb,10:16:58.61,+46:30:38.5,977.73,r,18.0459,-17.54,48.505,17.655,30.85,SN II,0.03,54.03765439,0.024
ZTF20aavnnzx,762203100034545,SN2020ihc,16:52:12.03,+45:12:36.5,974.84,r,18.6006,-18.53,20.346,9.278,11.068,SN Ia,0.06,39.44258626,0.052
ZTF20aavnnqo,724212100031796,SN2020hxn,17:12:24.98,+42:15:55.9,973.87,r,17.6732,-18.38,26.672,10.191,16.481,SN Ia,0.03683,35.62477328,0.054
ZTF20aavnnkm,683205400017843,SN2020hvb,18:35:08.23,+31:41:20.2,973.87,r,17.9807,-19.15,24.827,11.032,13.795,SN Ia,0.055,17.05864013,0.286
ZTF20aavnnat,722213400040335,SN2020hyh,16:31:54.95,+42:42:37.2,973.95,g,16.9146,-18.84,18.253,6.709,11.544,SN Ia,0.03220,43.09952754,0.033
ZTF20aavhyel,477210400009383,SN2020hqn,14:18:09.62,+05:25:31.8,971.86,r,17.8666,-17.38,23.256,9.323,13.933,SN Ic,0.02524,60.04718077,0.076
ZTF20aavfwdo,1853212400021317,SN2020hvy,14:09:08.40,+65:48:06.9,973.79,r,17.8694,-19.52,23.441,11.337,12.104,SN Ia,0.0678,49.46010739,0.042
ZTF20aavdgib,827208100007069,SN2020hwt,18:50:19.08,+61:31:49.5,968.92,r,18.9744,-19.37,28.776,11.782,16.994,SN Ia,0.1,23.76070248,0.161
ZTF20aavdcxo,828211300020710,SN2020hln,19:51:02.13,+62:43:28.9,977.97,r,18.953,-18.33,36.609,24.842,11.767,SN II,0.06,17.48281935,0.241
ZTF20aavcvrm,679201300021432,SN2020hyj,16:23:47.22,+29:58:58.5,968.88,r,18.8735,-18.08,22.797,9.877,12.92,SN Ic-BL,0.055,43.69880555,0.077
ZTF20aauwjmw,530215200040237,SN2020hhj,14:41:12.38,+14:53:28.3,964.84,g,17.0634,-18.61,16.839,5.457,11.382,SN Ia,0.0305,61.70249297,0.058
ZTF20aauwjla,581210200024764,SN2020hks,14:57:33.86,+20:27:32.2,955.92,r,18.4537,-18.91,19.386,7.43,11.956,SN Ia,0.065,60.47217855,0.123
ZTF20aauwhyi,678210200016332,SN2020hha,15:43:55.99,+34:25:04.0,956.85,r,18.7781,-18.81,16.818,7.141,9.677,SN Ia,0.0732,52.52313705,0.08
ZTF20aauvmix,677208100008639,SN2020hhh,14:58:15.81,+33:06:51.2,963.8,g,18.8722,-19.39,30.676,13.58,17.096,SN Ia,0.1,62.04224211,0.045
ZTF20aauvjws,529202200036207,SN2020ghv,14:23:46.58,+09:14:04.5,954.96,r,17.9808,-17.64,35.379,4.544,30.835,SN II,0.0299,61.798065,0.074
ZTF20aausxam,1712212100041098,SN2020hdc,11:12:16.79,+38:19:29.9,962.76,r,18.5938,-18.90,25.679,14.057,11.622,SN Ia,0.071,66.43835245,0.046
ZTF20aaurucm,665212300011049,SN2020gct,08:38:34.12,+33:49:52.0,962.68,r,18.1905,-19.88,25.332,13.957,11.375,SN Ia,0.09,35.94453023,0.113
ZTF20aaurjbj,719208400029378,SN2020hgw,14:18:19.12,+38:55:46.2,964.85,g,17.559,-18.83,32.442,12.139,20.303,SN II,0.043,68.38954108,0.034
ZTF20aaurgib,847202300037108,SN2020gpe,16:39:32.31,+66:02:15.8,954.91,g,16.9141,-18.37,25.197,3.144,22.053,SN II,0.02541,37.83694774,0.066
ZTF20aaurfwa,530201100011483,SN2020hem,15:02:40.15,+09:18:13.8,1001.76,r,17.4332,-20.70,87.595,39.651,47.944,SN IIn,0.0935,54.28269028,0.086
ZTF20aaurfhs,1631204100037583,SN2020hgo,17:01:22.49,+20:18:58.4,961.96,r,18.1076,-17.96,28.574,9.681,18.893,SN II,0.0352,32.95004691,0.186
ZTF20aaurfcm,635215300044916,SN2020hec,17:28:48.37,+28:45:14.9,961.96,r,18.7178,-19.36,33.215,10.206,23.009,SN Ia,0.09,29.64430316,0.121
ZTF20aaurexl,725216400027089,SN2020hes,17:47:05.71,+42:46:39.7,964.93,r,18.2999,-19.21,23.19,14.197,8.993,SN Ic-BL,0.07,29.38555403,0.106
ZTF20aauqhka,715213400038940,SN2020gac,12:29:46.22,+42:43:58.1,955.81,g,17.7883,-18.41,51.534,6.705,44.829,SN II,0.03867,73.78544008,0.063
ZTF20aauooag,684209300056817,SN2020fxm,18:59:49.91,+33:38:52.3,953.93,g,17.5923,-20.21,20.657,6.635,14.022,SN Ia,0.075,13.03390382,0.187
ZTF20aauonld,535216100009907,SN2020hdx,16:57:14.90,+14:40:49.7,956.98,r,17.7747,-19.22,18.685,7.304,11.381,SN Ia,0.053,31.80217083,0.215
ZTF20aauombk,581206300015678,SN2020fwn,14:55:54.32,+17:36:23.1,955.9,g,16.8719,-19.38,22.182,7.813,14.369,SN Ia,0.0389,59.78753934,0.095
ZTF20aatxnxq,521203200032706,SN2020fqc,10:23:46.46,+08:56:27.8,955.69,g,18.0581,-19.32,27.468,8.562,18.906,SN Ia,0.065,50.69489447,0.095
ZTF20aatulug,824207100012201,SN2020fhk,16:20:05.75,+61:47:24.9,945.0,g,18.3341,-19.90,35.18,17.322,17.858,SN Ia,0.097,41.29079911,0.07
ZTF20aattztb,581206400025458,SN2020fhw,15:00:29.89,+17:14:10.5,998.78,r,18.6918,-19.84,97.801,54.336,43.465,SN IIn,0.1116,58.636326,0.093
ZTF20aattyuz,676202300024545,SN2020exj,14:42:40.01,+30:14:39.0,944.97,g,18.4452,-20.44,35.617,13.262,22.355,SLSN-I,0.133,65.46904195,0.031
ZTF20aattqle,584207100029112,SN2020eoe,16:18:02.66,+18:02:31.8,953.94,r,17.914,-18.65,44.365,22.209,22.156,SN II,0.04543,41.779079,0.11
ZTF20aatqidk,577216100020735,SN2020fbj,12:47:47.02,+22:17:10.4,955.79,r,18.6784,-17.23,67.758,39.564,28.194,SN II,0.0339,85.08736823,0.098
ZTF20aatqesi,846216200036320,SN2020faa,14:47:09.48,+72:44:11.5,1051.85,r,17.4265,-18.88,>70.854,27.024,>43.83,SN II,0.04106,41.80543338,0.067
ZTF20aatqene,845211100026121,SN2020hgr,14:16:26.47,+70:24:48.7,986.73,g,18.712,-20.06,89.644,43.612,46.032,SLSN-II,0.1258,45.04510634,0.041
ZTF20aapycrh,713215300002571,SN2020dbg,10:56:58.85,+43:04:36.6,906.8,g,18.4953,-15.58,58.545,5.971,52.574,SN II,0.015,61.8980411,0.024
ZTF20aappghn,479205200009842,SN2020czb,15:15:36.28,+04:13:54.1,908.99,r,18.7456,-19.54,24.919,9.402,15.517,SN Ia,0.099,48.70485033,0.111
ZTF20aappcup,426203400003309,SN2020cyz,14:12:27.36,-05:49:24.3,911.94,g,18.9098,-19.62,>14.977,11.937,>3.04,SN Ia,0.11,51.66337115,0.087
ZTF20aapcmur,1628207100017819,SN2020ddo,15:41:07.30,+22:07:45.0,912.0,r,17.5145,-18.91,24.847,9.468,15.379,SN Ia,0.04218,51.29429688,0.133
ZTF20aapadwx,629212400043082,SN2020ddr,14:24:47.38,+26:17:15.6,911.93,g,17.1002,-19.01,22.854,9.586,13.268,SN Ia,0.0375,69.1648984,0.045
ZTF20aaowuim,522210300002435,SN2020czo,11:01:11.30,+12:28:29.2,912.92,r,16.3566,-18.99,33.326,8.682,24.644,SN Ia,0.0267,60.32539122,0.045
ZTF20aaosoct,417203200010642,SN2020dcp,09:53:45.42,-04:59:31.7,912.75,g,18.0469,-19.13,23.519,9.211,14.308,SN Ia-91T,0.059,36.41013581,0.107
ZTF20aaoojli,663202400037397,SN2020cvw,07:57:55.90,+30:01:37.0,912.67,g,17.7603,-19.14,28.961,10.132,18.829,SN Ia,0.05106,26.65498211,0.14
ZTF20aaolusw,448214100014800,SN2022xad,00:55:10.86,+07:32:30.0,1867.82,r,18.4652,-18.75,16.338,10.119,6.219,SN Ia,0.059,-55.31812578,0.206
ZTF20aaoldej,716206200013979,SN2020dcx,12:50:56.25,+40:11:12.2,904.97,r,18.337,-16.93,30.462,7.408,23.054,SN II,0.02578,76.94125814,0.045
ZTF20aanyxvu,1746207400040441,SN2020cvn,07:13:37.19,+42:46:52.2,912.68,r,17.6943,-18.66,34.981,10.093,24.888,SN Ia,0.04,21.8901782,0.198
ZTF20aanvmdt,1574206400023438,SN2020cpg,13:52:17.97,+13:34:31.7,895.04,g,18.5704,-17.55,>0.04,>0.04,>0,SN Ib,0.037,70.36088472,0.085
ZTF20aanvliy,476201200006476,SN2020cpf,13:54:15.77,+01:49:45.2,898.94,g,18.6723,-19.24,>24.245,8.175,>16.07,SN Ia,0.083,60.56065728,0.091
ZTF20aansktb,626215400014730,SN2020cpv,13:02:29.46,+28:12:15.8,906.85,g,18.7094,-19.53,34.816,8.72,26.096,SN Ia,0.1,87.32667661,0.023
ZTF20aannodx,858201300005928,SN2020cvt,07:40:41.27,+72:58:32.1,906.77,g,18.8103,-19.26,47.925,16.511,31.414,SN Ia,0.09,29.44375311,0.079
ZTF20aanaibf,828210400020770,SN2020cxe,20:09:38.75,+62:33:30.8,904.01,r,17.6364,-19.62,>20.971,10.961,>10.01,SN Ia,0.053,15.51084764,0.539
ZTF20aamttni,534216400028349,SN2020cli,16:31:56.69,+14:02:39.1,905.02,r,17.9103,-19.04,25.443,11.717,13.726,SN Ia,0.05351,37.17891167,0.145
ZTF20aamttiw,724202200033271,SN2020cpa,17:26:37.72,+38:12:29.4,891.97,g,17.7607,-18.85,9.341,2.259,7.082,SN II,0.0449,32.34098675,0.133
ZTF20aamrreb,312201300034069,SN2020cke,08:47:17.91,-20:31:39.3,905.73,r,18.3491,-17.06,>29.179,21.179,>8,SN IIn,0.023,14.10736522,0.508
ZTF20aamqslk,713205400017638,SN2020chn,11:21:14.54,+38:46:19.5,899.87,g,18.4868,-19.49,24.767,8.938,15.829,SN Ia,0.0864,67.87693104,0.073
ZTF20aamoaim,711212400032458,SN2020chm,09:42:04.51,+41:26:23.4,894.81,g,18.58,-18.09,24.815,6.887,17.928,SN II,0.0483,48.92873659,0.049
ZTF20aammtwx,565209200036341,SN2020cgu,07:27:48.25,+20:24:05.4,899.73,r,17.8292,-17.65,20.782,10.819,9.963,SN Ic,0.02718,16.90366293,0.16
ZTF20aammnnm,709204300001350,SN2020cgc,08:31:27.58,+37:27:36.1,898.77,g,18.7822,-19.76,24.555,11.834,12.721,SN Ia,0.11,35.16648694,0.096
ZTF20aammicx,681209200007005,SN2020byb,17:26:01.34,+34:37:38.6,895.03,r,18.1965,-19.61,20.421,8.327,12.094,SN Ia,0.08,31.72035556,0.104
ZTF20aammbrw,420216200019850,SN2020cdp,11:09:48.68,+00:48:15.6,895.88,g,18.0682,-19.25,21.537,6.045,15.492,SN Ia,0.06297,54.11885645,0.109
ZTF20aamkyyx,525201300008194,SN2020ckd,12:36:36.60,+08:35:15.3,898.92,g,17.993,-18.74,16.499,7.609,8.89,SN Ia,0.0497,71.13032121,0.057
ZTF20aamknxn,677206100038907,SN2020cgb,15:16:12.84,+32:39:05.3,891.02,g,18.9224,-19.09,21.633,4.92,16.713,SN Ia,0.0892,58.29340476,0.047
ZTF20aamknna,427208400014353,SN2020cqp,14:32:21.07,-03:40:13.1,900.03,g,18.8254,-19.13,>26.42,10.44,>15.98,SN Ia,0.077,50.73767399,0.268
ZTF20aamgdkb,843208400023508,SN2020cdi,11:38:39.35,+67:35:22.7,898.78,g,18.3534,-19.25,>27.947,10.857,>17.09,SN Ia,0.075,48.06294257,0.025
ZTF20aamfpcj,570214400005009,SN2020bza,09:46:26.00,+21:13:44.9,896.75,g,18.5476,-19.47,28.976,9.978,18.998,SN Ia-91T,0.0885,47.62710238,0.06
ZTF20aamerev,782213200004366,SN2020cjh,07:15:13.42,+58:04:38.9,900.72,r,18.9505,-19.15,28.966,17.004,11.962,SN Ia,0.09,25.83485621,0.147
ZTF20aamdyln,584204300030362,SN2020byp,16:09:19.65,+15:49:20.2,905.02,r,18.7811,-17.57,31.809,15.452,16.357,SN Ic,0.041,42.90161203,0.12
ZTF20aamdsjv,672202200031830,SN2020cfb,12:33:51.96,+31:18:35.3,899.89,g,17.8915,-19.28,21.73,8.789,12.941,SN Ia,0.0609,84.32817404,0.043
ZTF20aamdqiz,574208400040386,SN2020bzc,11:22:06.40,+17:45:42.8,891.92,g,18.778,-19.17,20.859,6.992,13.867,SN Ia,0.086,67.3827269,0.058
ZTF20aamcvyp,364211400022582,SN2020bxd,09:16:07.54,-08:58:07.8,888.76,g,18.3781,-18.83,>15.215,5.195,>10.02,SN Ia,0.06,26.6006934,0.104
ZTF20aambbfn,752210200013364,SN2020bzv,10:33:29.90,+49:19:02.1,894.78,r,18.3019,-18.11,18.112,7.976,10.136,SN Ia,0.0439,55.48685349,0.022
ZTF20aalxlis,719206200035484,SN2020bvc,14:33:57.01,+40:14:37.6,899.01,r,16.4356,-18.78,23.38,12.658,10.722,SN Ic-BL,0.02523,65.10539069,0.034
ZTF20aalrqbu,678211200023160,SN2020bqj,15:33:40.48,+34:28:44.2,891.05,g,17.983,-19.45,66.671,10.129,56.542,SN Ibn,0.068,54.63808647,0.062
ZTF20aalrptc,678203100040607,SN2020bqz,15:39:03.56,+31:11:54.3,894.0,g,18.0726,-18.86,22.019,8.996,13.023,SN Ia,0.054,53.39656119,0.066
ZTF20aalmeaj,515209400036340,SN2020bqt,07:49:07.00,+12:05:28.3,896.77,r,18.4076,-18.18,22.146,12.27,9.876,SN Ia,0.04665,18.193417,0.072
ZTF20aaljgcp,845207400032940,SN2020buv,14:15:58.45,+68:17:51.4,891.01,g,18.48,-19.30,18.612,6.093,12.519,SN Ia,0.08,46.93950962,0.053
ZTF20aalejtl,663210400028705,SN2020bqr,07:56:02.83,+33:47:13.7,895.67,g,18.0975,-19.27,26.235,11.303,14.932,SN Ia,0.0629,27.34517842,0.152
ZTF20aalcyih,614212100038483,SN2020bpf,06:55:23.49,+27:43:19.0,898.66,r,17.9137,-17.61,>29.496,12.506,>16.99,SN Ib,0.02723,13.04449757,0.203
ZTF20aakzbfh,534203400007642,SN2020beu,16:39:04.75,+08:21:30.8,1000.83,r,17.6796,-18.71,18.108,9.182,8.926,SN II,0.041,33.16232688,0.169
ZTF20aakyqlh,672215100005199,SN2017bde,12:29:07.58,+36:27:24.1,2056.78,g,18.2972,-19.20,>21.03,>10.02,>11.01,SN Ia,0.07138,79.54124596,0.029
ZTF20aakxwgy,465207200023498,SN2022vtk,08:38:18.75,+04:21:06.9,1858.97,g,17.8496,-18.83,19.975,9.508,10.467,SN Ia,0.0475,25.69596205,0.093
ZTF20aakodiq,1719208200025171,SN2020bln,15:04:40.09,+35:56:59.9,894.0,g,17.3868,-19.16,25.927,9.09,16.837,SN Ia-91T,0.04594,60.43807465,0.038
ZTF20aaknzba,1625212200015384,SN2020bqi,14:01:33.98,+23:51:01.1,890.96,r,18.9854,-19.48,23.353,10.474,12.879,SN Ia,0.11,73.85339004,0.054
ZTF20aajvcwd,422206100014554,SN2020boo,12:24:41.83,-03:21:13.0,886.96,g,18.203,-19.22,17.304,7.941,9.363,SN Ia,0.0664,58.84244519,0.096
ZTF20aaivvwa,256213100016937,SN2020blz,05:42:27.91,-21:16:39.1,881.67,g,18.6918,-19.65,>21.374,7.394,>13.98,SN Ia,0.1,-24.28677444,0.108
ZTF20aaiqiti,1669215200036243,SN2020ayz,12:12:04.89,+32:44:01.7,887.03,r,18.4812,-16.72,20.498,12.808,7.69,SN Ic-BL,0.025,79.80351906,0.038
ZTF20aaifyvz,585203400026603,SN2020bev,16:46:59.96,+15:35:06.9,886.05,r,18.3622,-18.87,24.617,11.622,12.995,SN Ia,0.06,34.43284849,0.173
ZTF20aaiftgi,374213200012144,SN2020aut,14:10:13.35,-06:49:20.7,886.02,r,18.0983,-17.80,24.822,14.808,10.014,SN Ic,0.03370,51.06110588,0.1
ZTF20aaifkyj,472210400033276,SN2020bec,11:59:58.25,+04:55:18.4,883.96,g,18.5982,-18.98,22.933,7.042,15.891,SN Ia,0.0732,64.63033302,0.048
ZTF20aaieyuw,319202400036545,SN2020agu,11:58:31.59,-20:41:53.7,892.81,r,17.2762,-18.00,79.107,24.603,54.504,SN II,0.025,40.48796806,0.129
ZTF20aaieyup,319212400020298,SN2020aqe,11:43:29.76,-16:47:53.1,885.98,r,16.8487,-16.85,22.849,10.158,12.691,SN II,0.01225,43.08367586,0.111
ZTF20aaideho,421214400005408,SN2020aul,11:59:17.70,-00:25:55.0,874.01,r,18.9231,-19.19,29.198,10.84,18.358,SN Ia,0.093,59.72205994,0.077
ZTF20aaiahra,317210400020508,SN2020avf,11:02:59.42,-16:17:31.8,876.85,r,18.5435,-15.31,23.971,8.112,15.859,SN Ib,0.01300,39.23199927,0.135
ZTF20aaiaaoi,520208200028865,SN2020bby,09:49:10.29,+11:08:22.9,891.73,g,18.7647,-20.25,28.879,17.052,11.827,SN Ia-91T,0.1375,44.38054472,0.076
ZTF20aahzyml,366204100034011,SN2020atv,10:05:05.98,-12:07:35.7,876.88,g,18.6746,-19.22,28.021,10.105,17.916,SN Ia,0.08,33.71387385,0.15
ZTF20aahzyep,623202100027634,SN2020bli,11:39:29.72,+23:56:01.2,887.01,r,18.9989,-19.26,25.431,12.085,13.346,SN Ia,0.1,73.47490922,0.059
ZTF20aahqbun,676216400008367,SN2020alg,14:27:10.54,+35:55:20.2,876.03,r,18.3328,-17.11,31.621,8.747,22.874,SN II,0.028,67.8606711,0.036
ZTF20aahpxzz,580207400017246,SN2020asa,14:23:32.01,+17:26:58.4,882.01,g,17.5164,-19.36,23.417,8.947,14.47,SN Ia,0.0528,66.65473003,0.06
ZTF20aahpwym,761214100017271,SN2020asq,16:21:46.28,+50:43:40.0,882.02,g,17.6231,-19.33,26.737,9.713,17.024,SN Ia,0.055,44.05163322,0.054
ZTF20aahjymt,414207400036514,SN2020bbi,08:32:38.53,-04:17:09.6,884.71,r,18.4309,-19.08,25.089,12.477,12.612,SN Ia,0.07,20.19498516,0.102
ZTF20aahggbm,574203200003143,SN2020axo,11:28:00.02,+16:36:26.6,880.94,g,18.6994,-19.62,20.592,6.981,13.611,SN Ia,0.1,68.01613855,0.089
ZTF20aahgejq,788203100009750,SN2020aok,11:15:01.41,+52:30:19.9,884.99,r,18.9518,-17.60,21.731,12.979,8.752,SN IIb,0.04635,58.90061525,0.043
ZTF20aahdwze,786202300014371,SN2020amx,09:54:16.96,+51:40:52.5,883.93,g,17.2234,-19.44,24.231,8.308,15.923,SN Ia,0.049,48.83054599,0.024
ZTF20aahbamv,1662210400039306,SN2020amv,08:49:40.67,+30:11:14.5,879.76,g,17.3342,-19.25,30.501,6.525,23.976,SN II,0.0452,37.50293135,0.1
ZTF20aahaxjl,566208200019520,SN2020amt,07:34:43.70,+18:02:32.9,881.77,r,18.2211,-18.32,18.163,8.286,9.877,SN Ia,0.045,17.46507672,0.105
ZTF20aagnbpw,717202100016830,SN2020afj,13:32:25.31,+38:21:39.8,882.03,r,18.8706,-17.94,30.062,13.044,17.018,SN Ia,0.05244,75.86333746,0.027
ZTF20aagloch,785209400023783,SN2020ago,09:28:39.48,+55:10:35.6,877.82,r,18.2658,-18.39,13.834,7.725,6.109,SN Ia,0.0483,44.12779999,0.056
ZTF20aaglivt,1564204400034694,SN2020afb,08:56:18.85,+11:59:13.9,883.9,g,18.2962,-19.14,25.371,11.186,14.185,SN Ia,0.06665,33.08880042,0.1
ZTF20aaghoqz,531203400013462,SN2020aqj,15:13:48.42,+08:19:52.4,873.07,r,18.4451,-19.23,30.518,10.755,19.763,SN Ia,0.0761,51.45810596,0.084
ZTF20aaghnxd,625213100007634,SN2020alf,12:47:10.36,+29:34:33.4,878.99,g,17.9138,-19.56,23.442,8.301,15.141,SN Ia,0.07,87.37872462,0.038
ZTF20aagfjlj,417209400033274,SN2020aai,10:11:57.90,-01:57:06.1,873.86,g,17.5508,-19.04,19.667,7.88,11.787,SN Ia,0.045,41.84811507,0.118
ZTF20aagewqr,314212200040416,SN2020abf,09:18:05.95,-15:48:44.8,874.81,r,18.5037,-15.94,>17.965,10.985,>6.98,SN Ic,0.017,22.773129,0.151
ZTF20aafzcab,311205300042191,SN2020akz,08:15:59.94,-18:16:51.8,864.9,g,18.6813,-19.33,22.738,7.854,14.884,SN Ia,0.08,9.3081038,0.242
ZTF20aafsnpp,821207200036007,SN2020zi,13:37:20.85,+61:59:09.6,877.05,r,18.1939,-18.27,23.251,8.756,14.495,SN Ia,0.0445,54.3130237,0.042
ZTF20aafrjqw,572211300041141,SN2020abu,10:30:49.21,+19:43:31.7,871.99,r,18.3392,-19.66,27.849,10.403,17.446,SN Ia,0.08822,57.01994731,0.074
ZTF20aafrihv,751215300028619,SN2020ady,09:43:56.71,+49:52:14.1,879.73,g,17.6484,-19.63,25.926,10.837,15.089,SN Ia,0.064,47.79719752,0.046
ZTF20aaflaug,789206200033533,SN2020aei,12:05:46.32,+54:23:21.9,874.01,r,18.5895,-18.16,15.551,9.463,6.088,SN Ia,0.05065,61.48298696,0.042
ZTF20aafjjqj,709204100020994,SN2020zz,08:34:39.82,+38:21:45.9,872.79,r,17.1273,-19.16,21.452,6.461,14.991,SN Ia,0.04,35.92974775,0.107
ZTF20aafcmfi,420206300008899,SN2020vj,11:27:05.67,-04:02:04.5,864.84,r,18.7068,-19.33,20.465,5.431,15.034,SN Ia,0.086,52.77394781,0.194
ZTF20aafclxb,421203100022082,SN2020vg,11:48:54.43,-04:40:53.8,874.01,r,16.8504,-16.07,43.885,13.277,30.608,SN II,0.0087,54.78454068,0.067
ZTF20aafclqz,722201200009910,SN2020vi,16:27:49.68,+38:23:31.8,862.02,g,18.0567,-17.79,25.639,3.266,22.373,SN II,0.0335,43.8074282,0.031
ZTF20aafckit,678201400031509,SN2020uu,15:55:45.37,+29:45:28.8,877.06,r,17.8809,-17.83,38.871,16.878,21.993,SN II,0.031,49.66400782,0.093
ZTF20aafcjln,422216100006960,SN2020vf,12:11:37.00,+00:19:20.2,873.9,g,15.5333,-19.26,23.913,4.68,19.233,SN Ia,0.0203,61.53852658,0.072
ZTF20aafcgca,749212200028108,SN2020un,08:14:50.00,+49:08:20.4,873.73,r,18.5251,-19.31,26.766,11.91,14.856,SN Ia,0.08,33.51043336,0.137
ZTF20aaezaxk,553213200022962,SN2020zn,01:43:28.88,+22:12:03.2,871.66,g,18.4214,-19.34,28.041,8.083,19.958,SN Ia,0.07,-39.09118457,0.278
ZTF20aaevgyr,1521214300036053,SN2020sk,13:04:49.68,+10:45:35.3,873.05,r,18.7592,-19.20,31.984,15.048,16.936,SN Ia,0.087,73.3308698,0.065
ZTF20aaevbvv,662208200027645,SN2020tn,07:03:22.72,+33:00:49.8,867.71,g,17.8775,-19.50,26.511,7.463,19.048,SN Ia,0.06,16.69672648,0.247
ZTF20aaeujsk,312206100026743,SN2020aqo,08:41:57.51,-17:54:45.1,872.75,g,18.3104,-19.29,25.485,14.259,11.226,SN Ia,0.067,14.62497092,0.231
ZTF20aaetrle,656208400026079,SN2020sy,04:01:07.17,+31:48:46.5,873.68,r,17.9501,-17.35,24.57,10.604,13.966,SN II,0.02,-15.74421298,0.745
ZTF20aaetirf,604214100037160,SN2020mbe,02:08:34.43,+29:14:09.1,859.72,r,18.517,-16.51,>0.967,>0.027,>0.94,SN Ic,0.022,-30.6863509,0.165
ZTF20aaesewy,454206300028344,SN2020se,03:37:48.71,+03:16:19.6,873.7,r,17.036,-19.01,25.035,11.094,13.941,SN Ia,0.03178,-39.67905073,0.424
ZTF20aaerxsd,758204200010179,SN2020py,14:00:54.26,+45:28:21.5,872.95,g,17.8358,-19.01,22.641,11.002,11.639,SN Ia,0.0533,67.0333668,0.022
