ZTFID,OID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF23aainpnc,370211400034015,SN2023hsx,12:05:11.84,-09:39:42.6,2077.73,r,18.0963,-18.88,23.847,12.194,11.653,SN Ia,0.05237,51.53942226,0.233
ZTF23aailodz,583211200001186,SN2023hpv,15:45:39.72,+20:37:52.9,2076.91,g,18.5676,-19.03,21.937,11.273,10.664,SN Ia,0.07009,49.84290276,0.142
ZTF23aaijkwo,374206100002489,SN2023hsu,14:04:34.52,-10:14:04.6,2077.88,g,17.1082,-19.13,18.936,7.063,11.873,SN Ia,0.038,48.64133593,0.13
ZTF23aaijgnu,795201300009468,SN2023hdf,16:41:54.51,+51:58:50.8,2080.78,g,18.6589,-19.23,26.14,12.984,13.156,SN Ia,0.08,40.75369492,0.144
ZTF23aaialcw,475203100015206,SN2023gwl,13:15:21.95,+01:55:39.2,2081.78,r,18.3458,-17.60,>31.02,>19.92,>11.1,SN IIb,0.0346,64.15517941,0.079
ZTF23aahzyls,576215200011515,SN2023gxa,12:22:40.01,+21:56:21.7,2065.8,g,18.424,-19.23,13.522,3.435,10.087,SN II,0.075,81.65232829,0.067
ZTF23aahyznf,1469209300019682,SN2023gxc,13:26:19.12,+01:32:29.1,2077.85,g,17.9999,-19.73,26.954,12.067,14.887,SN Ia,0.0777,63.08100492,0.067
ZTF23aahxsrk,523204200026822,SN2023gyj,11:14:37.93,+09:41:32.0,2077.79,g,17.922,-19.24,30.034,9.927,20.107,SN Ia,0.06,61.27630007,0.062
ZTF23aahvnck,1670213200016427,SN2023gvu,13:01:11.62,+33:02:40.9,2067.78,g,18.4538,-18.52,17.803,6.649,11.154,SN Ia,0.056,83.71924377,0.036
ZTF23aahnabd,1792212300025893,SN2023grs,12:09:03.59,+51:36:47.5,2067.78,g,18.286,-19.39,21.836,6.342,15.494,SN Ia,0.076,64.24367346,0.059
ZTF23aagygjg,786205200031555,SN2023gpy,10:04:47.91,+54:33:46.6,2067.79,g,17.6314,-18.95,20.16,6.534,13.626,SN Ia,0.047,49.20375921,0.026
ZTF23aagqyym,710204300018174,SN2023gjg,09:07:17.96,+37:30:12.6,2061.67,g,18.6445,-17.04,>41.072,5.062,>36.01,SN II,0.0308,42.22689735,0.053
ZTF23aagmbuf,849213200010202,SN2023gfg,19:20:18.58,+72:45:47.9,2065.9,r,18.5027,-18.86,21.09,11.137,9.953,SN Ia,0.05846,23.726608,0.406
ZTF23aagkutf,788207300018129,SN2023ghl,11:09:11.73,+53:21:43.9,2065.7,r,18.1695,-17.20,32.925,10.224,22.701,SN II,0.02706,57.67393471,0.032
ZTF23aagklwb,423201400027643,SN2023gpw,13:02:18.71,-05:51:10.9,2085.71,g,16.3207,-21.51,44.836,15.039,29.797,SLSN-II,0.08,56.91393098,0.097
ZTF23aagjylc,524206300008173,SN2023fyl,11:59:04.69,+10:45:51.2,2063.69,g,18.1485,-19.36,22.489,8.843,13.646,SN Ia,0.07,69.51634661,0.072
ZTF23aaghvsv,371208200018919,SN2023gfx,12:20:19.31,-10:26:06.4,2064.75,g,17.1838,-19.66,27.255,6.599,20.656,SN Ia-91T,0.05,51.68590909,0.137
ZTF23aaggwfh,367205400030017,SN2023fyo,10:55:02.39,-10:49:17.0,2058.67,g,18.2824,-16.49,>34.031,>5.96,28.071,SN II,0.02,42.70397793,0.082
ZTF23aagcicf,581205300037589,SN2023ggw,15:02:54.39,+17:08:48.2,2062.88,r,17.2671,-18.82,27.977,7.101,20.876,SN Ia,0.03698,58.07450018,0.075
ZTF23aafwykt,722209300025839,SN2023fwr,16:28:28.06,+41:13:08.9,2062.89,r,18.0068,-17.45,18.395,11.069,7.326,SN Ic,0.02831,43.75059211,0.021
ZTF23aafvqat,755205300006740,SN2023fxb,12:36:17.29,+46:32:42.1,2067.78,g,18.8019,-19.48,>27.309,>16.93,10.379,SN Ia,0.1,70.35426668,0.055
ZTF23aaftnvx,368201100009920,SN2023gax,11:22:27.84,-12:24:31.1,2062.71,g,18.3643,-19.82,25.584,8.842,16.742,SN Ia,0.092,44.95336034,0.127
ZTF23aafrhew,799213400026856,SN2023gaj,19:50:44.47,+57:33:14.6,2061.93,g,18.0032,-19.44,22.287,7.659,14.628,SN Ia,0.06,15.22604215,0.298
ZTF23aafratn,585203300011073,SN2023gdk,16:43:21.19,+16:02:49.3,2059.87,g,18.7068,-19.51,>25.779,>8.91,16.869,SN Ia,0.091,35.41958884,0.179
ZTF23aafqzkn,765201100042482,SN2023gbb,19:11:08.37,+45:07:28.0,2063.97,r,18.4255,-19.28,23.997,11.077,12.92,SN Ia,0.07375,15.61765748,0.199
ZTF23aafhfwx,581211300000196,SN2023fuf,14:48:18.88,+19:53:28.8,2062.88,r,18.5108,-18.88,32.383,13.258,19.125,SN Ia,0.06672,62.31884163,0.086
ZTF23aafggjj,578203300018668,SN2023fvf,13:20:51.42,+15:17:37.9,2058.82,g,18.678,-19.40,23.441,9.393,14.048,SN Ia,0.091,76.33195786,0.063
ZTF23aafgazi,525207300008506,SN2023fot,12:21:47.56,+10:35:29.2,2063.73,r,17.8514,-17.51,>20.313,>11.91,8.403,SN Ia-91bg,0.02646,72.0504109,0.09
ZTF23aaeyqoa,273214300030642,SN2023fep,13:48:24.41,-21:31:50.7,2053.8,r,18.5064,-18.94,>31.268,>7.96,23.308,SN Ia,0.066,39.42686367,0.186
ZTF23aaeyncp,754202100008164,SN2023ffm,11:54:12.83,+45:16:48.7,2054.77,g,18.478,-19.12,>21.336,>8.94,12.396,SN Ia,0.074,68.56212585,0.041
ZTF23aaeqsvb,582211300016452,SN2023fix,15:16:10.39,+19:46:39.8,2053.86,g,18.7182,-19.30,32.453,8.126,24.327,SN Ia,0.086,56.12476853,0.114
ZTF23aaeqonb,1674212300036412,SN2023fax,14:38:27.15,+30:01:44.9,2052.85,g,17.6309,-18.86,30.38,6.352,24.028,SN II,0.045,66.38166894,0.035
ZTF23aaeqhkx,581207200019779,SN2023exn,14:47:28.88,+18:23:51.2,2056.85,r,17.7407,-17.94,32.064,12.071,19.993,SN Ia,0.03034,61.93950077,0.11
ZTF23aaepuao,417202200034986,SN2023fil,09:59:24.01,-05:23:52.2,2053.69,g,17.919,-18.98,18.663,6.89,11.773,SN Ia,0.05253,37.22992933,0.093
ZTF23aaeozef,469207400014815,SN2023fbb,10:30:25.19,+03:04:43.8,2052.73,g,18.4754,-19.22,>33.494,>8.03,25.464,SN Ia,0.07503,48.60791438,0.096
ZTF23aaeogik,845212100034026,SN2023eyz,13:46:10.35,+70:19:58.0,2054.89,r,18.6009,-17.15,17.435,9.777,7.658,SN Ia,0.03196,46.08866569,0.054
ZTF23aaenexu,756214100012151,SN2023exy,13:06:08.98,+50:50:20.8,2052.8,r,18.7674,-18.49,>17.335,>8.07,9.265,SN Ia,0.064,66.12488363,0.034
ZTF23aaencty,633210400013121,SN2023euh,16:41:18.04,+26:44:34.5,2049.95,g,18.3383,-19.15,>28.12,>6.07,22.05,SN Ia,0.064,39.24443365,0.22
ZTF23aaemnzd,372207200013731,SN2023fbk,12:57:09.48,-10:04:17.1,2058.77,r,18.5228,-17.62,>37.445,>14,23.445,SN Ic,0.037,52.77439345,0.143
ZTF23aaemgsd,318216400011504,SN2023exm,11:13:35.91,-14:47:37.2,2054.78,r,16.1839,-18.95,22.221,9.059,13.162,SN Ia,0.023,41.82272881,0.176
ZTF23aaemepn,817206100006073,SN2023ewo,10:22:21.38,+61:55:21.9,2054.77,g,17.198,-19.46,31.957,9.529,22.428,SN Ia,0.049,47.36331913,0.014
ZTF23aaelzdb,839208400014149,SN2023exi,07:04:14.64,+67:37:32.5,2054.79,r,18.6148,-19.57,>21.93,>11.02,>10.91,SN Ia,0.093,26.14078404,0.155
ZTF23aaelqpq,418213300012673,SN2023ewp,10:35:30.37,-00:00:49.6,2062.67,r,18.7175,-16.87,>53.95,>18.94,>35.01,SN IIP,0.02800,47.55043429,0.207
ZTF23aaelkos,522202300037533,SN2023ext,11:00:03.59,+08:10:00.3,2058.67,g,17.1291,-19.18,24.708,8.814,15.894,SN Ia,0.04,57.53698138,0.095
ZTF23aaelbbq,749208200034433,SN2023exx,08:16:41.59,+47:06:51.9,2051.75,r,18.0968,-18.19,>26.99,>8.07,18.92,SN Ia,0.03945,33.65929937,0.144
ZTF23aaekkai,592206200106857,SN2023ezo,20:14:02.79,+18:24:07.7,2054.98,r,18.6629,-19.21,>22.93,>11.99,>10.94,SN Ia,0.07,-8.85258802,0.536
ZTF23aaekejj,588213100043414,SN2023esi,18:30:53.00,+21:57:13.1,2045.94,r,18.3605,-19.07,>15.993,>2.98,13.013,SN Ia,0.06,14.14675236,0.419
ZTF23aaejwkh,864201400001771,SN2023fkb,17:27:50.73,+73:13:30.9,2057.97,g,18.8674,-19.36,>34.945,>15.06,19.885,SN Ia,0.095,31.88438757,0.106
ZTF23aaejvzv,723216400009063,SN2023erb,16:37:54.07,+43:23:08.8,2044.97,g,18.5319,-19.46,>18.03,>2.06,>15.97,SN Ia,0.089,41.99913217,0.033
ZTF23aaedvtn,816209200008304,SN2023ekx,09:41:11.97,+63:35:40.8,2036.78,g,18.5391,-18.29,>16.008,>0.05,>15.958,SN II,0.05,42.4932689,0.117
ZTF23aaecgwh,583209300009400,SN2023eeb,16:00:37.31,+19:42:52.1,2044.9,r,18.6404,-17.72,>32.806,>11.98,20.826,SN Ic,0.0415,46.22305259,0.099
ZTF23aaecexq,678216400013703,SN2023erg,15:30:05.64,+35:40:20.0,2057.92,r,18.8601,-18.52,75.157,21.195,53.962,SN IIn,0.067,55.33281095,0.06
ZTF23aaeavsh,581209200008373,SN2023eem,15:05:14.53,+20:34:55.1,2044.83,g,18.0631,-19.35,>24.053,>12,12.053,SN Ia,0.066,58.81168393,0.097
ZTF23aaeardk,473212100007909,SN2023exl,12:10:27.37,+06:19:16.5,2044.79,g,18.4881,-19.29,24.782,6.869,17.913,SN Ia,0.08,67.02526211,0.046
ZTF23aadxxrd,369207300000952,SN2023dva,11:33:28.98,-10:54:11.7,2036.79,g,17.7244,-19.30,>9.714,>0,>9.714,SN Ia,0.0556,47.52749146,0.09
ZTF23aadxrid,622212100009729,SN2023eca,10:54:15.12,+27:52:55.1,2044.7,r,18.1934,-19.08,21.002,7.515,13.487,SN Ia,0.06414,64.06601819,0.052
ZTF23aadwlhl,1663201400034704,SN2023dxd,09:30:16.45,+26:38:43.3,2042.67,r,17.6816,-18.88,>24.962,>10.94,14.022,SN Ia,0.046,45.4560736,0.072
ZTF23aadwjtg,468203100035392,AT2023dyl,10:02:58.65,+02:20:36.2,2042.8,r,17.599,-18.86,>22.287,>11.07,11.217,SN Ia,0.04416,42.70976116,0.055
ZTF23aadwiyy,572205200013783,SN2023ech,10:46:03.01,+18:28:20.7,2046.71,g,18.0628,-19.59,25.112,9.143,15.969,SN Ia,0.074,59.92782551,0.088
ZTF23aadwigb,668207400005675,SN2023ecj,10:26:48.63,+31:46:22.7,2042.8,r,17.6426,-19.13,20.897,7.633,13.264,SN Ia,0.051,58.320187,0.054
ZTF23aadwfed,418201400003822,SN2023eau,10:41:29.72,-06:02:38.8,2045.73,r,18.0908,-19.21,23.607,12.651,10.956,SN Ia,0.063,44.31019092,0.127
ZTF23aadwaiz,364201400028866,SN2023duh,09:28:51.70,-12:53:43.5,2036.69,r,18.392,-18.01,>41.92,>4.94,>36.98,SN II,0.0415,26.63954925,0.148
ZTF23aadtzse,374205300031904,SN2023dqa,14:08:49.01,-10:47:57.0,2102.71,r,18.8945,-17.13,>103.78,>71.79,>31.99,SN II,0.035,47.68312147,0.145
ZTF23aadtvmb,872208400010591,SN2023emr,08:05:16.57,+81:43:08.7,2059.77,r,18.9549,-20.20,>55.87,>28.91,>26.96,SN IIn,0.148,29.46016847,0.091
ZTF23aadtqlt,525213400037824,SN2023dtz,12:41:24.88,+13:43:51.6,2036.92,r,16.0684,-18.68,>20.372,>6.08,14.292,SN Ia,0.02,76.39972834,0.079
ZTF23aadtfgp,1611203100007711,SN2023els,07:25:39.82,+20:04:19.2,2036.79,g,17.8372,-19.43,>22.2,>6.11,16.09,SN Ia,0.06,16.31207364,0.149
ZTF23aadrudf,756205100039114,SN2023ees,13:18:29.61,+47:11:36.7,2042.86,g,17.863,-18.87,21.752,8.511,13.241,SN Ia,0.05,69.24332439,0.043
ZTF23aadrtlp,473211400009434,SN2023dwb,12:19:35.05,+05:20:48.8,2032.8,g,18.8617,-18.77,>15.972,>2.92,13.052,SN Ia,0.07491,66.93501963,0.052
ZTF23aadmwpn,663202200025880,SN2023eba,07:53:10.11,+31:15:32.2,2031.68,g,17.9995,-19.28,>22.95,>9.98,12.97,SN Ia,0.06062,26.04420297,0.14
ZTF23aadjwkw,791209300012009,SN2023dxa,13:45:05.24,+55:17:08.7,2029.89,g,18.3306,-19.07,20.677,5.77,14.907,SN Ia,0.068,60.20765349,0.031
ZTF23aadjpsn,271206400032142,SN2023dou,12:53:57.92,-25:51:34.5,2032.81,g,17.5853,-19.55,23.417,6.824,16.593,SN Ia-91T,0.0534,37.00859101,0.251
ZTF23aadjhyj,371210400026466,SN2023duy,12:41:45.60,-09:08:55.4,2060.8,r,18.4269,-17.67,50.683,30.096,20.587,SN II,0.0367,53.64713226,0.106
ZTF23aadbbxv,874214300027424,SN2023dce,14:50:26.61,+85:48:48.0,2032.84,r,17.4478,-20.08,>34.906,>15.95,18.956,SN II,0.063,30.74245117,0.405
ZTF23aadaxfn,788211400032733,SN2023dbc,11:11:39.21,+55:40:29.0,2030.85,r,16.7627,-13.25,>22.857,>10.14,12.717,SN Ic,0.0023,56.26450257,0.045
ZTF23aacydwa,463213100033914,SN2023cps,08:00:27.88,+07:48:50.1,2021.67,r,18.0598,-15.90,>43.98,>7.95,>36.03,SN II,0.014,18.87841628,0.073
ZTF23aaccacy,706202200026874,SN2023cmx,07:06:54.66,+37:58:35.5,2045.66,g,18.195,-22.02,>58.959,38.919,>20.04,SLSN-I,0.22,19.14216667,0.205
ZTF23aabyiby,1451213200035417,SN2023blr,05:07:35.27,+03:52:51.2,1991.73,r,18.5646,-18.97,>28.387,>8.1,20.287,SN Ia,0.067,-20.96910461,0.247
ZTF23aabutwh,584207100038980,SN2023bhd,16:19:30.01,+18:28:45.8,1986.02,g,17.3357,-19.28,>32.442,>5.98,26.462,SN Ia,0.04538,41.60785206,0.119
ZTF23aabrftw,862216400017524,SN2023bfa,12:52:27.43,+78:57:53.7,1985.99,r,17.4848,-18.37,>31.972,>8.18,23.792,SN Ia,0.032,38.16340543,0.185
ZTF23aabplmy,1668201300036789,SN2023bip,11:59:54.62,+26:04:08.1,1984.92,g,16.8088,-18.90,>52.095,>6.93,45.165,SN II,0.031,78.43802634,0.061
ZTF23aabnyfa,712203200026744,SN2023ben,10:25:48.02,+38:20:14.6,1985.8,g,18.3707,-18.55,>29.976,>8,21.976,SN II,0.05442,57.63520351,0.04
ZTF23aabmevr,1739211200035061,SN2023bga,02:51:10.74,+45:09:16.8,1983.69,r,17.83,-18.79,17.894,6.895,10.999,SN Ia,0.039,-12.74340163,0.581
ZTF23aablgzj,532212200026496,SN2023awp,15:30:01.53,+12:59:15.4,1985.01,r,17.2421,-16.68,37.976,10.124,27.852,SN IIn,0.01360,50.37458965,0.105
ZTF23aabkubg,629208400021955,SN2023ber,14:23:28.31,+24:53:52.1,1985.0,g,18.488,-19.79,34.036,8.457,25.579,SN Ia,0.1,69.23159529,0.054
ZTF23aabksje,319209200031041,SN2023azx,12:03:18.25,-16:00:13.3,2042.82,r,18.0468,-15.56,>86.87,>26,>60.87,SN II,0.0116,45.31483776,0.141
ZTF23aabbsdi,783207300034184,SN2023aud,07:29:37.59,+53:42:10.6,1982.71,r,18.2168,-18.05,19.417,7.37,12.047,SN Ia,0.039,27.05775355,0.15
ZTF23aabbrdb,462211200037591,SN2023avz,07:14:44.98,+05:49:47.4,1987.72,r,18.4593,-17.40,40.856,12.789,28.067,SN II,0.03,7.82915972,0.361
ZTF23aabasoe,516211400036680,SN2023aoz,08:04:46.46,+12:23:36.1,1977.83,g,17.9407,-19.22,17.22,6.36,10.86,SN Ia,0.06,21.79541436,0.065
ZTF23aaazffe,677201400042484,SN2023apl,15:24:27.51,+30:08:54.7,1985.01,r,18.1876,-18.05,23.644,13.846,9.798,SN Ic,0.04,56.44441476,0.057
ZTF23aaayzbm,374204400013536,SN2023alf,13:49:51.19,-13:12:14.0,1977.92,r,17.5498,-18.40,>27.581,8.511,>19.07,SN Ia,0.033,47.24906343,0.208
ZTF23aaaymxr,369207400034705,SN2023ze,11:37:47.24,-10:53:26.2,1977.82,g,17.3977,-19.39,>18.98,>8.9,>10.08,SN Ia,0.05049,47.99319208,0.066
ZTF23aaawbmw,763206400014868,SN2023awo,17:42:00.76,+46:43:48.9,1971.96,r,18.2168,-19.33,>17.908,>3.95,13.958,SN Ia,0.073,30.93067903,0.039
ZTF23aaavsyk,530208400003193,SN2023aez,14:40:16.05,+10:23:51.2,1978.04,g,17.4022,-18.88,25.099,8.521,16.578,SN Ia,0.04,59.40816972,0.075
ZTF23aaatrek,838216100022249,SN2023asz,05:42:02.82,+72:09:26.7,1981.66,g,18.1795,-19.34,21.358,10.133,11.225,SN Ia,0.061,20.65537894,0.329
ZTF23aaapokf,754203200002151,AT2023aaz,11:36:03.39,+45:25:20.5,1985.89,r,17.1857,-19.56,45.758,15.304,30.454,SN Ia,0.05,66.3443077,0.074
ZTF23aaapldg,264211200024022,SN2023rx,09:18:03.54,-22:39:37.7,1972.84,r,17.9675,-19.06,>19.92,>6.94,>12.98,SN Ia,0.053,18.33843962,0.255
ZTF23aaaplam,418207100033691,SN2023yu,10:26:06.45,-03:24:40.0,1968.88,r,18.9712,-17.23,>6.98,>2.98,>4,SN Ib,0.03843,43.51662123,0.115
ZTF23aaakutq,792212200011956,SN2023jt,13:49:33.46,+56:03:03.0,1977.85,r,18.1496,-19.32,>36.291,>19.87,16.421,SN Ia,0.071,59.24692108,0.023
ZTF23aaaknoj,522212200025602,SN2023ir,10:47:57.49,+13:18:59.8,1965.92,g,17.9865,-19.07,>27.94,>7.96,19.98,SN Ia,0.056,58.03756659,0.1
ZTF23aaahtnj,271213400009456,SN2023aw,13:02:44.67,-22:04:33.1,1969.98,r,17.2781,-17.95,>28.994,>12.98,16.014,SN Ib,0.023,40.71991975,0.299
ZTF23aaagncz,784211300000563,SN2023qb,08:16:05.44,+55:48:23.1,1969.78,g,16.8743,-18.98,17.773,7.27,10.503,SN Ia,0.0319,33.89949299,0.128
ZTF23aaabzea,375203300006172,SN2023alo,14:22:49.02,-13:16:30.5,2045.84,g,18.7972,-19.78,>126.786,>93.81,32.976,SN IIn,0.105,43.91210659,0.211
ZTF23aaaboss,319206200024661,SN2023bu,11:53:11.26,-17:50:34.0,1965.88,r,17.5654,-19.01,>23.889,>13.95,9.939,SN Ia,0.046,42.8629733,0.094
ZTF23aaabewy,714211200004288,SN2023jl,11:32:43.95,+41:56:10.5,1965.89,r,18.2387,-19.23,>15,>7.94,>7.06,SN Ia,0.0695,68.14528833,0.068
ZTF23aaabctl,465207100014233,SN2023gz,08:42:01.46,+03:48:26.2,1967.86,r,18.0261,-19.38,>27.934,>16.04,11.894,SN Ia,0.067,26.25301821,0.101
ZTF22acbacvy,323204200001726,SN2022adzl,13:32:01.08,-19:12:48.6,1968.96,r,17.7836,-17.53,>88.796,>30.93,57.866,SN II,0.024,42.62638993,0.289
ZTF22acaunur,582216400018484,SN2022aefe,15:12:02.13,+21:17:46.4,1967.93,r,18.3124,-16.01,>54.447,>30.93,23.517,SN II,0.01605,57.52437614,0.142
ZTF22acalffo,505210200012373,SN2022aecx,02:56:52.30,+13:06:01.3,1942.7,r,18.9288,-18.84,>32.4,5.47,>26.93,SN Ia,0.07,-39.55758414,0.419
ZTF22acaipkl,481207200005299,SN2022aegi,15:54:25.73,+04:01:34.7,1977.97,r,18.4895,-17.64,65.68,36.561,29.119,SN II,0.035,40.65745248,0.268
ZTF22acadszu,839212100019284,SN2022aegz,06:53:51.93,+70:47:01.5,1951.78,r,18.1306,-19.27,22.98,8.996,13.984,SN Ia,0.058,25.70147701,0.467
ZTF22acablwr,302203200014145,SN2022adqz,03:45:50.44,-19:18:21.3,1953.61,g,17.2323,-19.38,27.431,16.659,10.772,SN Ia,0.0425,-49.37685157,0.236
ZTF22abzfotk,464201300016302,SN2022adxx,08:24:43.32,+00:52:21.5,1951.8,r,18.7895,-19.22,32.769,17.661,15.108,SN Ia,0.088,21.0531944,0.096
ZTF22abzejiv,403210100022474,SN2022adui,03:27:30.54,-01:07:41.6,1942.71,r,18.2548,-17.16,21.779,9.112,12.667,SN Ic,0.025,-44.45276431,0.303
ZTF22abyskhb,351204300034044,SN2022adcy,02:56:36.37,-13:20:31.1,1935.7,g,18.5214,-19.33,>29.669,>6.96,22.709,SN Ia,0.08,-57.69552696,0.113
ZTF22abyrlaw,449215400020609,SN2022acyi,01:15:13.99,+06:49:17.2,1936.71,r,17.5623,-18.14,19.143,4.78,14.363,SN Ia,0.03,-55.56501991,0.166
ZTF22abyokkf,629206200014740,SN2022acri,14:34:19.17,+25:52:55.4,1984.96,r,17.9012,-17.02,>117.806,>60.95,56.856,SN II,0.02172,66.98911959,0.079
ZTF22abyokjo,760212200018781,SN2022acrj,15:17:48.40,+48:48:14.8,1932.03,g,17.9641,-19.45,>14.03,>8.02,>6.01,SN Ia,0.068,54.46432261,0.046
ZTF22abynpmq,837213300014620,SN2022acyr,05:39:53.98,+71:40:12.1,1935.78,r,18.3775,-19.67,32.154,11.584,20.57,SN Ia,0.082,20.29756963,0.33
ZTF22abynlvk,519203200000427,SN2022acub,09:27:30.25,+09:40:55.0,1933.89,r,17.9856,-19.82,24.09,10.013,14.077,SN Ia-91T,0.08,38.97596949,0.107
ZTF22abyngnw,257208400039599,SN2022acrq,05:47:34.69,-25:32:46.1,1932.87,g,17.312,-19.14,>26.224,>9.03,17.194,SN Ia,0.04271,-24.67662239,0.093
ZTF22abymzuk,300215100014418,SN2022acwf,02:53:12.87,-13:30:01.0,1932.69,g,18.7432,-19.47,>16.09,>8.04,>8.05,SN Ia,0.095,-58.48778376,0.092
ZTF22abylryw,1393216400027798,SN2022acui,01:47:14.99,-04:12:38.4,1936.67,g,17.2947,-19.87,25.382,7.043,18.339,SN Ia,0.06,-63.49259464,0.07
ZTF22abylrge,447214200002995,SN2022acqt,00:22:31.67,+07:55:50.5,1923.68,r,18.7894,-19.31,>13.97,>0,>13.97,SN Ia,0.091,-54.24826458,0.112
ZTF22abyknqs,820205100020600,SN2022acrt,13:18:50.75,+61:53:36.9,1935.95,g,17.6733,-19.26,21.257,8.525,12.732,SN Ia,0.054,54.93501867,0.068
ZTF22abykahf,1751209400043096,SN2022ackm,10:36:20.00,+44:42:02.9,1933.95,g,16.0419,-19.11,30.035,9.663,20.372,SN Ia,0.024,57.83993107,0.062
ZTF22abyivxh,401202300023871,SN2022acwe,02:28:07.20,-05:43:37.0,1922.73,g,18.5161,-17.16,>68.94,>0,>68.94,SN II,0.03029,-58.58476696,0.073
ZTF22abyivov,1343202400032043,SN2022acsf,03:14:44.99,-16:38:05.9,1936.73,r,18.1827,-19.16,36.907,12.1,24.807,SN Ia,0.065,-55.27742383,0.097
ZTF22abyivor,301208400037841,SN2022acmt,03:15:55.78,-18:05:06.3,1932.75,r,18.2119,-18.32,40.619,9.714,30.905,SN II,0.045,-55.58099902,0.099
ZTF22abyiqfa,399209300039935,SN2022acuh,01:40:30.81,-01:52:29.3,1933.69,g,17.8878,-19.46,23.198,6.446,16.752,SN Ia,0.065,-62.14258424,0.074
ZTF22abyiisu,1643205300040442,SN2022acmq,23:14:42.35,+21:05:31.1,1933.64,r,18.0964,-18.11,>43.945,10.945,>33,SN II,0.03173,-36.39841597,0.619
ZTF22abyhxlj,296214400004400,SN2022acqg,01:10:01.90,-14:36:44.4,1932.61,g,17.1412,-19.95,25.961,8.974,16.987,SN Ia,0.058,-76.75596919,0.066
ZTF22abyergl,256215300015515,SN2022achv,05:22:32.62,-21:35:13.9,1933.77,r,17.6006,-19.14,31.166,14.79,16.376,SN Ia,0.049,-28.73544174,0.118
ZTF22abybbud,663216400034564,SN2022acfz,07:37:35.25,+35:36:19.9,2021.68,r,16.8746,-17.03,>155.684,103.694,>51.99,SN II,0.01334,24.21748116,0.127
ZTF22abxlqvc,579210100007279,SN2022abwn,14:01:30.07,+19:59:52.7,1924.02,g,17.6094,-19.42,19.556,5.738,13.818,SN Ia,0.056,72.45658267,0.078
ZTF22abxkfjy,713204400044667,SN2022achg,10:54:22.85,+37:18:48.4,1922.93,g,18.8115,-19.24,>25.337,10.297,>15.04,SN Ia,0.091,63.36796454,0.043
ZTF22abxgnre,355203400031131,SN2022acbf,05:02:14.08,-12:52:28.7,1981.67,r,18.982,-15.37,>99.92,>67.9,>32.02,SN II,0.015,-29.96980168,0.36
ZTF22abvrtgj,1346209100021472,SN2022abjn,04:43:05.61,-12:27:14.0,1922.79,g,18.0889,-19.18,23.227,13.691,9.536,SN Ia,0.055,-34.05350691,0.312
ZTF22abvkkgu,1788214300035224,SN2022abcv,09:47:13.94,+53:49:12.3,1923.9,g,17.0984,-19.00,27.118,15.213,11.905,SN Ia,0.03757,47.11130744,0.037
ZTF22abvcnnl,1599209300023898,SN2022aawb,01:44:52.38,+23:00:43.9,1934.75,r,18.3515,-20.74,55.454,20.556,34.898,SLSN-I,0.13,-38.22433659,0.352
ZTF22abvciba,1441209100026966,SN2022aaum,00:35:35.59,+02:10:09.0,1910.67,r,18.6543,-19.22,>25.969,>7.98,17.989,SN Ia,0.084,-60.45469554,0.054
ZTF22abvcdmu,1335206200030529,SN2022aayf,23:25:24.08,-20:44:12.8,1909.69,g,18.3706,-18.04,32.731,6.915,25.816,SN II,0.0424,-69.36101533,0.077
ZTF22abuygtu,463205400038085,SN2022aart,07:59:28.46,+03:09:21.6,1910.9,r,18.4279,-18.68,>28.698,>8.98,19.718,SN Ia,0.059,16.56202817,0.069
ZTF22abuslkt,1746210400035296,SN2022aapo,07:22:39.93,+45:03:04.2,1910.86,r,18.9596,-19.06,>33.333,>8.99,24.343,SN Ia,0.082,24.08718375,0.294
ZTF22abuqitl,349209300003137,SN2022abgg,02:23:00.88,-09:11:49.2,1913.72,g,17.9173,-19.55,21.833,8.074,13.759,SN Ia,0.069,-61.91123773,0.067
ZTF22abunjts,569214200030869,SN2022aaok,09:15:00.83,+22:35:22.4,1909.96,r,17.7852,-17.70,21.67,8.826,12.844,SN Ia-91bg,0.02721,41.06487151,0.158
ZTF22abubrek,446216300010195,SN2022aagc,23:27:09.61,-00:03:55.9,1913.65,r,18.2113,-19.67,28.966,11.954,17.012,SN Ia-91T,0.0832,-56.20247875,0.096
ZTF22abtztxv,313203300037530,SN2022aaix,08:57:06.16,-20:01:59.5,1909.92,r,18.3797,-16.53,>31.99,>10.98,>21.01,SN II,0.01855,16.2383263,0.475
ZTF22abtusmd,1542215200038955,SN2022aaxr,22:38:55.94,+11:38:38.7,1910.63,g,18.4867,-19.09,25.924,9.981,15.943,SN Ia,0.07,-39.64015523,0.13
ZTF22abtsypf,706207200010427,SN2022aahy,06:58:56.24,+39:38:06.8,1984.73,r,18.1418,-20.94,126.845,62.586,64.259,SN IIn,0.135,18.25797072,0.238
ZTF22abtsqjo,363206300028188,SN2022aakd,08:49:44.08,-11:18:05.0,1904.94,g,18.9619,-19.59,>29.401,>7.04,22.361,SN Ia,0.11,19.96075022,0.11
ZTF22abtslvh,748211300018041,SN2022aahj,07:48:08.66,+48:02:47.2,1908.95,g,18.8916,-19.03,>29.567,>10.98,18.587,SN Ia,0.08000,29.00124504,0.167
